Trader_Type,Transaction_Type,Stock_Symbol,Trade_Volume,Sentiment_Score,Price_Impact,Transaction_Date
Retail Investor,Sell,SPY,151,-0.82,-0.03,2019-07-13
Insider,Buy,GOOGL,5638,0.45,0.37,2021-12-05
Retail Investor,Sell,TSLA,280,-0.76,-0.03,2020-07-04
Retail Investor,Buy,BTC,188,0.56,0.03,2023-03-24
Retail Investor,Sell,SPY,380,-0.86,-0.08,2023-01-02
Whale,Sell,AMZN,740084,-0.48,-36.8,2021-04-10
Insider,Sell,GOOGL,8266,-0.31,-0.64,2022-09-26
Whale,Buy,SPY,170841,0.76,31.38,2021-12-16
Retail Investor,Sell,NVDA,444,-0.3,-0.01,2020-07-07
Insider,Buy,TSLA,8350,0.82,0.22,2021-01-25
Insider,Sell,GOOGL,2723,-0.28,-0.2,2021-05-16
Whale,Sell,META,570805,-0.7,-55.64,2023-04-14
Whale,Buy,GOOGL,792700,0.58,31.3,2023-03-16
Whale,Buy,TSLA,647408,0.28,20.52,2020-05-31
Insider,Buy,SPY,9742,0.73,0.43,2023-11-08
Insider,Sell,ETH,3398,-0.46,-0.44,2019-02-07
Whale,Buy,ETH,40033,0.73,7.39,2023-11-13
Whale,Sell,MSFT,501257,-0.54,-47.83,2022-04-26
Whale,Sell,SPY,508805,-0.47,-11.29,2022-03-27
Insider,Sell,BTC,8287,-0.45,-0.12,2023-03-20
Insider,Sell,NVDA,3099,-0.35,-0.18,2023-11-18
Retail Investor,Buy,MSFT,434,0.46,0.01,2022-10-01
Insider,Sell,MSFT,7142,-0.22,-0.39,2020-05-10
Retail Investor,Sell,META,111,-0.78,-0.0,2019-09-17
Whale,Sell,NVDA,540970,-0.46,-19.9,2019-05-29
Whale,Sell,ETH,150048,-0.59,-20.72,2022-06-05
Retail Investor,Sell,ETH,142,-0.79,-0.03,2022-04-11
Whale,Sell,SPY,299202,-0.55,-18.13,2020-06-20
Insider,Buy,BTC,5685,0.6,0.67,2022-05-31
Whale,Buy,MSFT,227138,0.22,6.41,2020-03-31
Retail Investor,Buy,SPY,365,0.35,0.02,2019-01-07
Whale,Buy,NVDA,668473,0.45,23.06,2024-01-14
Retail Investor,Buy,BTC,211,0.36,0.0,2020-04-05
Whale,Buy,ETH,762396,0.8,95.25,2022-06-12
Insider,Buy,GOOGL,3016,0.45,0.37,2021-04-14
Retail Investor,Sell,GOOGL,73,-0.74,-0.0,2019-04-02
Whale,Sell,TSLA,487198,-0.56,-38.97,2022-09-04
Whale,Buy,AMZN,142623,0.34,2.36,2023-07-13
Insider,Sell,MSFT,9646,-0.21,-0.07,2020-12-18
Retail Investor,Buy,SPY,420,0.28,0.01,2020-08-31
Retail Investor,Sell,GOOGL,210,-0.35,-0.02,2021-08-08
Insider,Buy,TSLA,8845,0.52,1.02,2020-02-25
Insider,Buy,META,1225,0.53,0.16,2023-03-28
Whale,Sell,AAPL,809508,-0.54,-74.87,2021-12-16
Retail Investor,Buy,AAPL,100,0.38,0.01,2023-10-02
Whale,Buy,NVDA,658784,0.62,82.8,2019-04-24
Retail Investor,Sell,META,194,-0.38,-0.01,2022-02-14
Insider,Sell,SPY,1313,-0.34,-0.08,2023-02-18
Insider,Sell,SPY,1223,-0.68,-0.19,2022-10-10
Whale,Sell,ETH,648884,-0.48,-60.46,2020-06-12
Whale,Sell,MSFT,986418,-0.81,-208.92,2021-04-17
Whale,Buy,GOOGL,42419,0.52,5.01,2022-04-19
Insider,Sell,META,2194,-0.67,-0.24,2020-04-11
Insider,Sell,BTC,7553,-0.59,-0.74,2020-10-27
Whale,Sell,AAPL,960325,-0.72,-114.86,2022-02-09
Insider,Sell,META,4587,-0.83,-1.07,2022-04-06
Retail Investor,Buy,BTC,84,0.79,0.02,2021-11-08
Whale,Buy,META,369128,0.48,39.09,2021-09-06
Whale,Buy,AAPL,141583,0.2,2.93,2019-05-29
Insider,Buy,BTC,4186,0.59,0.61,2020-04-06
Insider,Sell,NVDA,6775,-0.9,-0.23,2023-06-24
Whale,Sell,TSLA,344998,-0.44,-24.74,2023-09-09
Insider,Buy,AMZN,7296,0.34,0.28,2023-10-09
Whale,Buy,META,932056,0.32,37.99,2022-02-15
Insider,Sell,NVDA,3794,-0.64,-0.32,2023-10-25
Whale,Buy,BTC,82106,0.7,5.27,2023-01-29
Retail Investor,Sell,SPY,62,-0.37,-0.01,2019-02-21
Insider,Buy,META,8039,0.71,0.91,2019-04-25
Insider,Buy,META,1123,0.49,0.16,2021-10-05
Insider,Sell,AAPL,4427,-0.6,-0.22,2022-03-24
Retail Investor,Buy,AMZN,362,0.44,0.04,2020-09-18
Retail Investor,Sell,NVDA,201,-0.79,-0.03,2019-12-05
Retail Investor,Sell,AAPL,333,-0.24,-0.02,2021-02-19
Whale,Sell,MSFT,99614,-0.63,-17.84,2021-10-15
Retail Investor,Buy,GOOGL,312,0.6,0.02,2020-01-24
Retail Investor,Buy,AMZN,18,0.64,0.0,2023-09-07
Retail Investor,Sell,GOOGL,294,-0.39,-0.01,2023-01-06
Whale,Sell,TSLA,962134,-0.76,-27.49,2022-01-05
Retail Investor,Sell,MSFT,425,-0.41,-0.05,2021-07-15
Retail Investor,Sell,NVDA,248,-0.53,-0.02,2023-07-11
Whale,Buy,AMZN,716929,0.57,105.25,2022-12-08
Whale,Sell,ETH,290180,-0.33,-22.08,2021-01-14
Retail Investor,Sell,MSFT,21,-0.61,-0.0,2022-08-05
Whale,Sell,GOOGL,104611,-0.33,-9.25,2023-03-18
Whale,Buy,BTC,78067,0.66,7.63,2019-03-10
Whale,Buy,GOOGL,763895,0.67,129.06,2019-09-23
Whale,Buy,AMZN,61120,0.29,4.62,2022-03-27
Retail Investor,Buy,GOOGL,194,0.84,0.03,2022-02-07
Retail Investor,Sell,META,21,-0.5,-0.0,2020-01-03
Retail Investor,Buy,AMZN,54,0.7,0.0,2022-04-04
Insider,Buy,MSFT,8559,0.48,1.06,2023-04-29
Whale,Buy,AMZN,642599,0.65,119.06,2022-01-21
Insider,Buy,SPY,5136,0.6,0.85,2019-02-10
Insider,Buy,AMZN,6859,0.85,1.5,2022-04-04
Insider,Buy,SPY,4081,0.27,0.05,2019-11-17
Insider,Buy,AAPL,4103,0.62,0.63,2022-02-24
Whale,Sell,TSLA,851740,-0.65,-82.34,2021-07-11
Retail Investor,Sell,BTC,311,-0.75,-0.02,2021-01-08
Insider,Buy,AMZN,2657,0.54,0.23,2020-03-04
Insider,Sell,MSFT,7671,-0.54,-0.91,2020-02-22
Whale,Buy,ETH,521425,0.64,54.89,2019-12-04
Whale,Buy,AMZN,145381,0.45,5.07,2019-04-11
Retail Investor,Buy,TSLA,297,0.66,0.01,2022-11-07
Retail Investor,Sell,TSLA,410,-0.8,-0.03,2021-10-08
Whale,Buy,SPY,730495,0.24,43.71,2020-07-15
Whale,Buy,AAPL,687133,0.55,73.65,2022-09-14
Whale,Buy,SPY,869004,0.47,118.38,2023-09-11
Retail Investor,Buy,ETH,112,0.76,0.02,2022-12-05
Retail Investor,Buy,AMZN,128,0.21,0.01,2023-10-01
Retail Investor,Buy,GOOGL,199,0.82,0.0,2022-11-14
Retail Investor,Sell,MSFT,359,-0.59,-0.06,2021-01-20
Insider,Sell,META,7895,-0.29,-0.47,2020-02-02
Insider,Sell,NVDA,7179,-0.45,-0.91,2019-02-28
Insider,Buy,NVDA,6035,0.43,0.3,2020-07-21
Insider,Buy,NVDA,9662,0.26,0.52,2021-03-26
Retail Investor,Sell,GOOGL,222,-0.78,-0.04,2023-02-02
Insider,Buy,ETH,2327,0.67,0.27,2020-08-05
Whale,Sell,BTC,606583,-0.53,-25.6,2019-01-09
Retail Investor,Buy,META,7,0.67,0.0,2019-01-22
Whale,Sell,ETH,578181,-0.32,-35.61,2023-09-29
Retail Investor,Buy,META,338,0.21,0.01,2022-12-20
Insider,Sell,BTC,7383,-0.29,-0.5,2019-07-09
Insider,Sell,AAPL,7324,-0.84,-1.32,2021-05-01
Insider,Sell,AMZN,2576,-0.87,-0.16,2019-08-16
Retail Investor,Buy,TSLA,20,0.51,0.0,2022-09-26
Retail Investor,Sell,MSFT,100,-0.78,-0.0,2021-10-09
Whale,Buy,GOOGL,501591,0.5,43.42,2020-03-10
Whale,Sell,NVDA,179652,-0.89,-15.33,2022-09-12
Whale,Sell,AAPL,243387,-0.47,-29.05,2022-10-17
Insider,Buy,ETH,5843,0.64,1.11,2020-11-22
Insider,Sell,META,9202,-0.21,-0.31,2022-04-21
Whale,Sell,MSFT,236164,-0.49,-15.12,2019-03-27
Retail Investor,Buy,TSLA,138,0.59,0.02,2022-06-17
Insider,Buy,GOOGL,2342,0.42,0.06,2022-09-03
Insider,Sell,AMZN,3530,-0.88,-0.09,2020-10-09
Whale,Buy,MSFT,202824,0.61,23.14,2020-09-04
Whale,Sell,GOOGL,612773,-0.88,-13.1,2023-03-18
Retail Investor,Sell,GOOGL,329,-0.76,-0.05,2023-06-19
Insider,Sell,NVDA,2502,-0.74,-0.36,2021-09-16
Whale,Buy,GOOGL,843642,0.69,148.14,2023-05-02
Retail Investor,Buy,TSLA,1,0.81,0.0,2019-02-26
Retail Investor,Sell,ETH,368,-0.35,-0.02,2024-01-26
Whale,Buy,META,216427,0.81,14.95,2021-01-22
Whale,Buy,GOOGL,622717,0.49,22.63,2021-09-21
Insider,Sell,NVDA,3156,-0.54,-0.48,2019-01-27
Insider,Buy,META,7513,0.54,0.11,2022-04-18
Whale,Sell,BTC,642673,-0.86,-86.44,2019-12-06
Whale,Sell,MSFT,14998,-0.64,-0.31,2019-09-08
Insider,Buy,MSFT,8468,0.53,0.43,2022-05-11
Insider,Sell,ETH,2953,-0.26,-0.05,2021-03-29
Whale,Buy,AAPL,52373,0.4,2.25,2023-05-16
Insider,Buy,GOOGL,9665,0.75,0.95,2020-11-26
Retail Investor,Sell,SPY,419,-0.42,-0.03,2021-02-17
Whale,Buy,META,586984,0.38,58.4,2022-06-21
Insider,Buy,SPY,2409,0.82,0.26,2021-06-07
Whale,Sell,META,179395,-0.27,-11.12,2020-04-17
Whale,Sell,TSLA,308089,-0.22,-19.76,2021-09-20
Insider,Sell,GOOGL,2390,-0.27,-0.08,2023-08-21
Insider,Buy,MSFT,5581,0.69,0.85,2023-05-02
Whale,Sell,TSLA,511066,-0.25,-37.39,2024-01-12
Insider,Buy,META,7856,0.57,0.81,2020-05-08
Whale,Sell,META,195105,-0.33,-6.91,2020-05-06
Insider,Sell,GOOGL,7935,-0.56,-0.53,2022-01-22
Whale,Buy,GOOGL,294246,0.48,13.35,2022-12-01
Insider,Sell,MSFT,8795,-0.47,-0.11,2019-01-25
Insider,Sell,TSLA,3015,-0.79,-0.7,2020-12-03
Whale,Sell,SPY,541131,-0.63,-92.13,2023-07-06
Insider,Buy,BTC,6783,0.77,1.3,2021-03-05
Whale,Buy,AMZN,296444,0.62,38.6,2020-05-22
Whale,Buy,BTC,185525,0.49,5.44,2020-04-05
Retail Investor,Buy,BTC,455,0.7,0.05,2022-10-01
Whale,Buy,AAPL,205104,0.72,14.87,2020-10-25
Whale,Buy,NVDA,494227,0.5,49.66,2022-04-13
Retail Investor,Sell,NVDA,308,-0.49,-0.01,2023-08-11
Retail Investor,Buy,MSFT,60,0.64,0.01,2020-06-11
Whale,Sell,NVDA,673069,-0.67,-27.05,2022-08-22
Insider,Sell,BTC,1005,-0.58,-0.16,2020-03-14
Insider,Buy,SPY,3130,0.38,0.16,2022-02-24
Whale,Buy,SPY,403776,0.22,21.6,2020-08-14
Whale,Sell,AMZN,316782,-0.81,-47.71,2019-05-17
Whale,Sell,AAPL,88789,-0.78,-13.69,2022-04-05
Whale,Buy,AMZN,192454,0.79,1.99,2020-01-30
Retail Investor,Sell,BTC,414,-0.32,-0.02,2023-01-11
Retail Investor,Sell,META,483,-0.81,-0.07,2022-01-25
Whale,Buy,META,762785,0.44,11.53,2022-07-27
Insider,Buy,TSLA,2076,0.82,0.06,2021-07-23
Retail Investor,Sell,TSLA,305,-0.52,-0.0,2021-04-14
Retail Investor,Sell,META,78,-0.62,-0.01,2021-09-24
Insider,Buy,BTC,9659,0.63,1.49,2019-04-17
Retail Investor,Buy,AAPL,237,0.75,0.03,2021-11-17
Insider,Buy,GOOGL,5165,0.42,0.27,2021-09-28
Insider,Sell,NVDA,9275,-0.87,-1.11,2022-09-08
Insider,Buy,BTC,2278,0.48,0.17,2021-11-05
Whale,Sell,META,312498,-0.56,-14.29,2019-05-20
Retail Investor,Sell,NVDA,476,-0.8,-0.05,2019-08-03
Whale,Buy,AMZN,612160,0.27,32.59,2022-09-18
Insider,Sell,SPY,1618,-0.57,-0.15,2019-12-28
Whale,Sell,GOOGL,590691,-0.34,-13.56,2020-07-04
Insider,Sell,SPY,3484,-0.61,-0.3,2021-03-27
Retail Investor,Buy,MSFT,245,0.6,0.02,2023-07-18
Retail Investor,Buy,AMZN,321,0.4,0.04,2024-01-23
Retail Investor,Buy,TSLA,217,0.75,0.03,2022-12-13
Insider,Buy,AAPL,2037,0.4,0.11,2021-04-22
Retail Investor,Buy,TSLA,436,0.43,0.02,2023-01-26
Whale,Buy,NVDA,563204,0.37,6.82,2020-05-13
Insider,Sell,ETH,8562,-0.8,-1.14,2023-08-06
Insider,Buy,GOOGL,2945,0.31,0.11,2019-11-10
Insider,Sell,GOOGL,3863,-0.69,-0.35,2021-07-22
Retail Investor,Buy,TSLA,207,0.53,0.0,2023-11-19
Retail Investor,Sell,SPY,47,-0.39,-0.0,2020-12-07
Retail Investor,Sell,BTC,338,-0.37,-0.0,2020-03-29
Retail Investor,Sell,BTC,282,-0.64,-0.04,2021-01-27
Whale,Buy,ETH,126712,0.75,27.9,2022-10-18
Insider,Buy,BTC,9115,0.37,0.67,2021-07-04
Whale,Buy,GOOGL,516685,0.73,11.45,2019-03-10
Whale,Buy,SPY,328352,0.22,12.19,2024-02-01
Retail Investor,Buy,TSLA,192,0.65,0.02,2023-08-29
Whale,Sell,SPY,876558,-0.48,-113.2,2022-09-04
Whale,Sell,GOOGL,168426,-0.3,-4.02,2022-03-17
Retail Investor,Buy,TSLA,116,0.36,0.0,2020-08-27
Insider,Buy,META,5768,0.33,0.26,2020-10-03
Insider,Sell,ETH,4055,-0.66,-0.1,2019-02-28
Whale,Sell,AAPL,438830,-0.63,-41.33,2022-06-13
Whale,Sell,GOOGL,126769,-0.78,-9.84,2020-03-06
Retail Investor,Sell,AMZN,266,-0.56,-0.02,2019-07-15
Insider,Buy,TSLA,7857,0.86,1.97,2022-09-05
Insider,Sell,NVDA,5330,-0.47,-0.03,2019-01-02
Insider,Sell,AAPL,4050,-0.28,-0.3,2019-07-21
Whale,Sell,TSLA,879100,-0.82,-157.95,2020-11-07
Whale,Sell,SPY,286256,-0.77,-59.16,2021-08-17
Retail Investor,Buy,MSFT,184,0.55,0.01,2024-02-28
Insider,Sell,TSLA,4926,-0.65,-0.94,2023-08-21
Retail Investor,Buy,META,226,0.64,0.03,2020-09-18
Retail Investor,Buy,GOOGL,174,0.87,0.01,2024-02-01
Retail Investor,Sell,ETH,441,-0.35,-0.03,2021-08-17
Retail Investor,Sell,AMZN,232,-0.36,-0.02,2023-06-22
Insider,Sell,SPY,1991,-0.88,-0.15,2022-04-24
Retail Investor,Sell,GOOGL,306,-0.65,-0.05,2023-10-25
Insider,Buy,AAPL,9624,0.67,0.81,2019-07-31
Insider,Sell,MSFT,2078,-0.5,-0.19,2020-03-29
Whale,Buy,MSFT,660459,0.8,98.22,2019-09-29
Whale,Sell,ETH,402660,-0.87,-89.01,2023-07-18
Whale,Buy,AMZN,853786,0.73,122.1,2020-11-01
Whale,Buy,AAPL,926675,0.44,19.36,2023-06-09
Whale,Buy,BTC,111103,0.52,6.78,2024-02-08
Whale,Sell,AMZN,571778,-0.36,-19.32,2020-05-13
Retail Investor,Buy,AMZN,367,0.81,0.03,2020-05-01
Insider,Buy,AMZN,1218,0.86,0.02,2019-08-09
Insider,Sell,TSLA,5231,-0.54,-0.16,2020-06-08
Insider,Sell,ETH,6054,-0.22,-0.23,2019-12-15
Whale,Buy,AMZN,809041,0.67,70.04,2023-06-13
Insider,Buy,GOOGL,6867,0.84,1.69,2021-09-07
Whale,Buy,NVDA,971103,0.69,151.03,2022-12-19
Whale,Buy,NVDA,19745,0.77,1.71,2021-04-14
Insider,Buy,GOOGL,5537,0.21,0.18,2023-03-29
Whale,Sell,NVDA,777027,-0.26,-45.12,2020-06-22
Insider,Sell,AAPL,3778,-0.52,-0.03,2020-12-29
Whale,Sell,ETH,350459,-0.25,-21.64,2020-03-24
Insider,Buy,SPY,3537,0.76,0.3,2019-05-16
Insider,Sell,META,3474,-0.53,-0.1,2021-03-16
Insider,Buy,ETH,3440,0.84,0.7,2020-05-19
Retail Investor,Sell,MSFT,399,-0.43,-0.04,2023-11-18
Retail Investor,Buy,TSLA,472,0.48,0.04,2021-02-17
Whale,Sell,BTC,914180,-0.21,-12.79,2023-11-18
Whale,Buy,TSLA,586579,0.67,36.82,2023-08-08
Retail Investor,Sell,BTC,163,-0.52,-0.0,2024-01-12
Insider,Buy,NVDA,2916,0.84,0.55,2023-08-13
Retail Investor,Sell,AMZN,192,-0.4,-0.02,2023-01-15
Insider,Sell,SPY,5515,-0.46,-0.62,2022-02-15
Retail Investor,Sell,NVDA,342,-0.22,-0.01,2023-01-10
Whale,Sell,BTC,212590,-0.76,-13.81,2023-02-18
Insider,Sell,META,1350,-0.59,-0.12,2022-12-12
Retail Investor,Buy,GOOGL,328,0.47,0.02,2023-10-19
Whale,Buy,GOOGL,790849,0.72,109.36,2022-06-29
Whale,Buy,BTC,948645,0.76,196.06,2019-01-19
Insider,Sell,GOOGL,4857,-0.76,-1.0,2024-01-07
Insider,Buy,NVDA,7681,0.74,1.06,2023-01-26
Whale,Buy,SPY,519035,0.37,6.68,2023-11-10
Retail Investor,Buy,ETH,385,0.61,0.01,2023-11-28
Retail Investor,Sell,AMZN,277,-0.89,-0.06,2022-06-25
Retail Investor,Sell,NVDA,22,-0.35,-0.0,2023-10-31
Retail Investor,Sell,NVDA,106,-0.87,-0.0,2022-05-29
Whale,Sell,META,836590,-0.42,-74.65,2020-08-01
Insider,Sell,AAPL,5297,-0.25,-0.29,2019-09-11
Retail Investor,Buy,ETH,138,0.81,0.01,2020-11-24
Whale,Sell,AAPL,494673,-0.37,-52.96,2021-07-19
Insider,Buy,NVDA,2959,0.71,0.02,2023-12-27
Retail Investor,Buy,SPY,391,0.62,0.02,2023-04-23
Retail Investor,Buy,BTC,150,0.53,0.02,2022-04-07
Insider,Sell,SPY,5458,-0.49,-0.48,2022-10-15
Retail Investor,Buy,SPY,495,0.63,0.06,2019-07-11
Retail Investor,Buy,AMZN,28,0.33,0.0,2023-08-31
Whale,Sell,META,955872,-0.21,-19.81,2020-09-11
Whale,Buy,GOOGL,275464,0.61,38.51,2020-12-13
Whale,Sell,BTC,820816,-0.61,-85.3,2023-10-22
Retail Investor,Sell,AAPL,15,-0.56,-0.0,2020-09-07
Whale,Sell,NVDA,200216,-0.74,-36.12,2021-05-18
Retail Investor,Sell,GOOGL,234,-0.51,-0.03,2021-07-06
Whale,Buy,TSLA,649130,0.67,83.94,2021-01-13
Whale,Sell,BTC,710507,-0.54,-24.61,2023-01-15
Whale,Sell,AMZN,865686,-0.5,-32.52,2021-07-22
Retail Investor,Sell,AAPL,250,-0.51,-0.02,2020-04-17
Insider,Buy,SPY,3508,0.47,0.21,2020-02-18
Whale,Buy,BTC,780109,0.32,41.87,2023-10-09
Insider,Buy,NVDA,9001,0.59,0.68,2023-07-03
Retail Investor,Buy,AMZN,74,0.64,0.0,2020-01-11
Insider,Buy,MSFT,4649,0.88,0.07,2020-01-24
Retail Investor,Buy,ETH,331,0.76,0.01,2023-12-28
Retail Investor,Buy,META,57,0.25,0.0,2020-04-10
Retail Investor,Sell,AAPL,164,-0.81,-0.0,2019-10-06
Insider,Sell,GOOGL,9618,-0.44,-0.29,2022-05-28
Retail Investor,Buy,AMZN,135,0.22,0.0,2021-04-25
Retail Investor,Buy,META,17,0.23,0.0,2023-04-22
Retail Investor,Buy,SPY,56,0.37,0.0,2020-11-23
Whale,Sell,AAPL,619028,-0.76,-30.92,2022-03-05
Whale,Sell,MSFT,312304,-0.39,-26.48,2023-12-04
Insider,Sell,SPY,2497,-0.46,-0.1,2020-10-08
Insider,Sell,GOOGL,3455,-0.84,-0.45,2021-07-05
Insider,Sell,TSLA,7902,-0.44,-0.9,2023-05-14
Retail Investor,Sell,NVDA,324,-0.22,-0.0,2021-10-09
Insider,Buy,AMZN,9804,0.7,1.85,2022-08-17
Retail Investor,Buy,MSFT,410,0.56,0.01,2020-02-27
Insider,Buy,MSFT,8383,0.36,0.56,2023-02-23
Retail Investor,Buy,NVDA,17,0.41,0.0,2021-03-31
Insider,Sell,GOOGL,4570,-0.42,-0.3,2021-06-23
Whale,Buy,ETH,293606,0.86,53.82,2023-01-03
Insider,Sell,ETH,8218,-0.8,-0.65,2023-09-11
Insider,Buy,SPY,2406,0.52,0.26,2019-01-22
Insider,Buy,SPY,3923,0.48,0.37,2023-09-12
Insider,Buy,SPY,9664,0.71,1.92,2020-02-29
Insider,Sell,META,2361,-0.43,-0.05,2021-03-21
Retail Investor,Sell,GOOGL,482,-0.31,-0.03,2023-08-01
Retail Investor,Sell,AAPL,273,-0.39,-0.03,2022-01-01
Retail Investor,Sell,AAPL,322,-0.6,-0.05,2023-04-23
Insider,Buy,NVDA,1014,0.37,0.04,2023-11-25
Whale,Buy,NVDA,528128,0.69,50.86,2021-12-17
Retail Investor,Sell,SPY,313,-0.72,-0.06,2019-06-14
Insider,Buy,META,8139,0.79,0.88,2022-04-16
Retail Investor,Sell,AAPL,29,-0.67,-0.0,2022-12-20
Whale,Buy,AAPL,509104,0.69,75.53,2021-05-01
Whale,Buy,ETH,602421,0.63,45.89,2022-06-20
Whale,Sell,GOOGL,117303,-0.89,-22.68,2020-08-21
Retail Investor,Buy,GOOGL,492,0.75,0.08,2022-02-27
Insider,Buy,TSLA,6868,0.33,0.56,2021-05-28
Insider,Buy,TSLA,4477,0.47,0.06,2020-08-14
Insider,Sell,SPY,2757,-0.82,-0.65,2023-05-21
Retail Investor,Sell,BTC,32,-0.55,-0.0,2020-01-10
Insider,Sell,MSFT,8200,-0.43,-0.55,2022-11-15
Whale,Sell,AMZN,763981,-0.54,-63.0,2020-06-18
Retail Investor,Buy,BTC,46,0.83,0.0,2019-01-27
Retail Investor,Sell,ETH,202,-0.6,-0.02,2019-08-24
Whale,Sell,BTC,748752,-0.67,-36.87,2019-04-14
Whale,Buy,NVDA,752304,0.4,78.69,2021-05-21
Retail Investor,Buy,GOOGL,336,0.86,0.07,2022-04-04
Whale,Buy,NVDA,309161,0.56,4.18,2022-01-03
Retail Investor,Sell,NVDA,94,-0.32,-0.01,2019-04-03
Insider,Sell,AMZN,7435,-0.74,-1.52,2019-08-27
Whale,Buy,NVDA,940481,0.53,143.83,2019-01-31
Whale,Sell,TSLA,282911,-0.56,-18.41,2024-02-26
Retail Investor,Sell,AMZN,141,-0.45,-0.02,2020-12-18
Whale,Sell,META,334127,-0.74,-5.82,2024-01-02
Retail Investor,Buy,META,262,0.63,0.0,2019-03-25
Retail Investor,Sell,BTC,158,-0.53,-0.02,2022-10-26
Retail Investor,Sell,AMZN,41,-0.39,-0.0,2020-01-07
Insider,Sell,AMZN,3281,-0.8,-0.31,2021-08-02
Whale,Sell,TSLA,636066,-0.86,-8.16,2021-08-19
Insider,Buy,GOOGL,3573,0.57,0.49,2020-04-22
Retail Investor,Sell,AMZN,213,-0.48,-0.02,2020-09-24
Retail Investor,Sell,BTC,454,-0.26,-0.03,2021-08-01
Insider,Sell,GOOGL,1148,-0.66,-0.07,2023-04-16
Insider,Sell,MSFT,7024,-0.37,-0.2,2022-11-26
Insider,Sell,AAPL,1556,-0.64,-0.16,2022-10-20
Whale,Buy,MSFT,375672,0.62,49.18,2020-11-20
Whale,Buy,MSFT,646474,0.65,42.41,2019-11-27
Whale,Sell,AMZN,144959,-0.48,-1.12,2024-01-21
Insider,Buy,ETH,8588,0.73,0.46,2021-11-15
Retail Investor,Buy,TSLA,353,0.66,0.05,2024-02-23
Insider,Buy,TSLA,4547,0.88,0.3,2023-08-09
Insider,Sell,META,6817,-0.7,-1.21,2024-01-22
Whale,Buy,SPY,159791,0.6,8.37,2019-06-04
Retail Investor,Buy,SPY,424,0.61,0.06,2022-12-11
Retail Investor,Buy,TSLA,440,0.26,0.03,2019-12-08
Insider,Sell,GOOGL,5762,-0.69,-0.18,2019-12-04
Retail Investor,Sell,SPY,319,-0.71,-0.04,2020-12-22
Retail Investor,Sell,GOOGL,321,-0.4,-0.02,2023-09-16
Whale,Buy,ETH,409115,0.54,36.6,2023-12-01
Whale,Buy,TSLA,401223,0.79,19.93,2023-03-19
Retail Investor,Buy,META,338,0.8,0.05,2022-02-10
Whale,Sell,AMZN,692232,-0.57,-29.4,2020-09-21
Insider,Sell,AMZN,1163,-0.58,-0.1,2020-08-22
Insider,Sell,BTC,4616,-0.78,-0.05,2024-01-26
Whale,Sell,TSLA,932565,-0.32,-49.23,2022-12-20
Retail Investor,Sell,GOOGL,323,-0.79,-0.01,2020-06-30
Insider,Sell,ETH,8288,-0.4,-0.57,2019-04-15
Whale,Buy,ETH,402737,0.87,64.53,2021-03-06
Retail Investor,Sell,ETH,191,-0.68,-0.02,2022-08-29
Insider,Sell,SPY,6713,-0.31,-0.31,2021-07-07
Whale,Sell,BTC,175658,-0.84,-32.66,2023-07-13
Insider,Buy,MSFT,4826,0.22,0.14,2020-09-11
Insider,Buy,TSLA,6439,0.45,0.08,2019-07-14
Retail Investor,Buy,GOOGL,44,0.58,0.0,2021-09-25
Whale,Buy,MSFT,15935,0.88,4.0,2021-11-11
Retail Investor,Buy,ETH,477,0.33,0.01,2020-07-28
Whale,Sell,BTC,727947,-0.83,-125.04,2021-09-19
Whale,Sell,NVDA,545197,-0.84,-71.24,2020-04-16
Whale,Sell,TSLA,369283,-0.86,-51.14,2021-02-08
Retail Investor,Sell,AMZN,228,-0.82,-0.0,2022-02-01
Retail Investor,Sell,ETH,251,-0.8,-0.04,2019-01-23
Insider,Buy,AAPL,2427,0.27,0.09,2022-01-28
Retail Investor,Sell,AMZN,229,-0.22,-0.01,2023-05-20
Whale,Buy,ETH,111715,0.82,10.19,2019-04-19
Whale,Sell,META,857940,-0.79,-11.06,2022-07-05
Insider,Buy,MSFT,9343,0.31,0.16,2023-06-10
Whale,Buy,SPY,137637,0.37,2.28,2022-06-22
Insider,Buy,AMZN,9725,0.23,0.23,2023-04-08
Insider,Sell,AMZN,8713,-0.52,-0.52,2024-02-28
Retail Investor,Sell,TSLA,227,-0.82,-0.06,2020-10-12
Whale,Buy,SPY,787595,0.86,43.18,2022-08-04
Whale,Sell,AAPL,90554,-0.89,-3.3,2019-05-10
Insider,Buy,NVDA,9845,0.43,0.07,2022-04-16
Whale,Buy,BTC,492364,0.44,55.11,2021-11-10
Insider,Buy,AMZN,5089,0.58,0.09,2021-02-23
Insider,Buy,BTC,8127,0.56,0.64,2019-11-26
Insider,Buy,MSFT,1066,0.89,0.12,2023-07-02
Insider,Buy,BTC,5689,0.22,0.05,2022-04-12
Retail Investor,Sell,ETH,113,-0.7,-0.0,2020-11-28
Whale,Sell,META,350746,-0.47,-18.04,2022-02-21
Retail Investor,Sell,ETH,213,-0.21,-0.01,2023-12-25
Insider,Sell,BTC,1038,-0.31,-0.02,2022-12-11
Insider,Sell,NVDA,4682,-0.72,-0.24,2023-03-30
Insider,Buy,NVDA,3099,0.49,0.32,2020-04-01
Retail Investor,Buy,SPY,300,0.3,0.03,2020-11-14
Retail Investor,Buy,META,133,0.84,0.0,2020-07-15
